building,bicycle,fence,wall,sky,traffic light,terrain,traffic sign,person,pole,train,truck,vegetation,car,bus,sidewalk,void,rider,road,motorcycle
287366,774,98,0,90899,47,0,117,6661,9592,0,0,137276,28595,11068,179682,12413,1458,205375,1379
193031,65,306,211,98503,26,0,99,2465,7347,0,0,47429,48657,98093,23042,77205,223,375989,109
571079,633,1538,1180,29205,26,0,428,26766,7913,0,0,46578,27216,5713,138991,14033,1481,99674,346
431818,15165,0,0,108400,0,0,149,86406,917,0,0,773,170,0,92987,176,22235,212470,1134
332821,82,530,42841,62133,75,0,676,12355,9044,0,0,63299,42146,7102,167340,16196,340,215820,0
195188,4573,0,1367,91122,0,0,3162,61679,16424,0,0,200965,3464,426,337477,36159,6976,13818,0
219106,94,247,904,177260,23,0,182,1862,5083,0,0,162421,5075,0,58215,28741,272,313300,15
340399,8165,0,0,88457,0,0,0,35157,10477,0,0,72228,67258,232,310024,32217,8185,1,0
361363,1082,267,2818,9988,0,0,214,28433,7556,0,0,71788,10638,4016,156801,15408,1559,300100,769
535967,2052,4020,0,7726,0,0,0,38357,297,0,0,3407,207066,0,167493,17,6137,261,0
281817,613,28,0,79764,49,0,5,15876,4095,0,0,31510,947,30216,68595,40884,1715,416591,95
203186,1578,10,18,39235,0,0,1374,29886,6437,0,0,230611,2460,0,90911,104301,3564,259229,0
186362,943,4222,124,121680,4423,0,4960,27504,22133,0,0,60446,17665,2347,105073,156085,2432,256119,282
272603,1209,420,16654,28359,134,0,292,25505,3876,0,0,52487,34370,34161,287812,28475,2304,184133,6
352054,558,64,13271,51115,0,0,255,13038,2920,0,0,175763,118158,0,19722,19218,666,205998,0
178772,189,130,0,197409,0,0,328,8607,10024,0,0,98077,55077,0,25924,28894,142,369119,108
211504,6642,11,0,44447,38,0,145,39642,30633,0,0,165713,153189,11513,130052,10567,10996,157395,313
225389,1097,0,3018,4,0,0,217,34688,7582,0,0,67843,27639,0,174455,22642,1192,405972,1062
78135,12509,0,113,115402,0,0,0,3492,124882,0,0,73213,27981,316239,2937,55267,11558,151072,0
435890,1704,1060,0,197,0,0,10,44197,2420,0,0,32328,1308,0,389852,41887,3756,17797,394
105123,372,1265,519,97146,0,0,0,45770,2404,0,0,346456,3454,4953,347545,6493,647,9569,1084
148213,12014,75,249,144239,172,0,25,18960,5053,0,0,164602,21889,98980,8957,99342,18225,231737,68
382215,0,0,0,72982,2544,0,2039,15021,3574,0,0,28708,68345,0,177083,33922,196,184933,1238
154526,1001,45,1726,215402,52,0,138,66197,21362,0,0,76900,12077,8566,114159,10145,314,289981,209
373160,216,0,0,70683,3074,0,2475,16238,4263,0,0,28376,93445,0,173546,37423,996,168041,864
331124,1246,1552,49,70587,235,0,415,34636,5920,0,0,64676,13894,2450,218224,21712,1979,203686,415
412812,564,28,0,70747,0,0,26,43110,21177,0,0,37792,812,39775,288964,9199,280,47514,0
154818,897,0,0,202130,0,0,277,71524,6847,0,0,186365,50880,10311,58613,70395,2517,157097,129
359778,15,327,0,8021,1526,0,1969,163658,7179,0,0,51568,1175,8501,39922,616,0,328545,0
201386,7419,244,1,59143,196,0,76,11695,3228,0,0,310829,157544,8010,34370,18358,19406,138375,2520
430673,1206,1399,0,21815,479,0,526,61039,4024,0,0,3516,16580,0,252830,21613,8404,136561,12135
303279,538,277,0,32069,10,0,324,22036,4057,0,0,50057,37629,2309,414585,44856,5560,47563,7651
220902,5758,192,0,26538,0,0,97,13106,4511,0,0,328788,43437,0,51034,23179,10943,240419,3896
129305,86,572,1805,209622,147,0,360,23574,4394,0,0,82231,222300,8604,274769,4975,358,9698,0
348156,5282,0,0,53742,54,0,380,25236,9622,0,0,67736,54420,8041,196874,13407,15447,165951,8452
290789,1685,188,5052,28987,52,0,255,22042,10548,0,0,58920,60339,0,193440,25183,3081,271378,861
193033,209,282,0,137853,1942,0,1360,2606,5896,0,0,49383,62334,33620,16885,131420,487,335283,207
345360,5013,662,0,16701,209,0,313,86341,9755,0,0,11308,616,1813,196521,1721,11954,279239,5274
337390,8,0,0,48129,1015,0,765,14905,4029,0,0,26641,166741,0,316170,11613,350,44629,415
123396,3393,5409,0,0,0,0,0,28876,9559,0,0,7065,63744,0,467439,8527,3629,251763,0
176515,195,853,45465,126560,82,0,153,109186,9733,0,0,143626,33463,9698,276229,10452,307,30283,0
188158,2385,3104,6013,201773,0,0,103,31982,4383,0,0,125717,16443,2397,327378,36797,3475,13700,8992
274026,12069,24824,1261,110820,267,0,1554,25311,11213,0,0,60902,4192,0,126378,30059,20352,267851,1721
398514,1836,8420,2735,25858,0,0,288,25465,15986,0,0,30742,26120,8798,157552,13519,3779,252339,849
134237,9158,0,0,112404,0,0,1223,78728,7693,0,0,240603,45406,37021,54750,63076,10041,172335,6125
614083,741,818,0,35940,205,0,244,27054,7411,0,0,8904,824,1282,109910,1435,1788,161323,838
437218,204,0,0,35974,935,0,1055,23846,11370,0,0,5030,40894,0,201120,1438,293,213349,74
509904,4861,0,0,6000,0,0,126,60566,90,0,0,21435,0,3179,347695,13038,5894,12,0
296323,281,108,5035,88331,302,0,343,7920,7303,0,0,45030,36274,12483,41630,69647,6707,335505,19578
157208,583,724,1070,36383,0,0,162,20013,2175,0,0,154444,100095,16560,97409,10744,3571,367296,4363
95621,1360,5203,0,2,301,0,368,22335,10800,0,0,92190,29880,128046,191791,65001,2515,327387,0
288791,2009,578,24,82951,227,0,667,19026,8515,0,0,92874,50884,3687,91598,39963,6531,278161,6314
377863,3523,338,794,164,0,0,24,64583,1475,0,0,72053,4499,6874,376993,43008,4819,14912,878
140670,3939,2923,278,62951,0,0,0,50857,27283,0,0,314175,6730,129,82473,86554,22619,168376,2843
463270,11,2455,0,43605,814,0,1289,23339,13328,0,0,4263,137,0,223946,1757,91,194459,36
293876,246,161,3060,16069,0,0,434,16318,4524,0,0,57544,14194,39670,463278,17048,659,45598,121
204621,2017,97,0,96968,24,0,264,6717,17510,0,0,242144,90494,6292,51916,19263,4409,227791,2273
341191,1335,625,0,31016,0,0,62,30128,1260,0,0,134607,766,309118,87184,30401,2315,2782,10
238683,2449,11742,3772,52839,74,0,424,14647,17982,0,0,86852,120259,27986,67284,50407,2625,274642,133
226658,2594,3588,0,74085,0,0,508,29452,33254,0,0,255866,37793,164842,37871,40978,6268,55243,3800
101522,2260,248,1274,6246,86,0,506,76436,9470,0,0,141025,26335,2780,473638,61252,1244,67787,691
319928,5713,34,0,152021,50,0,6,42765,3448,0,0,53547,1124,513,319878,17778,50780,4744,471
390116,534,0,0,44389,1409,0,1303,16005,1221,0,0,23309,74785,0,290931,35876,2235,87837,2850
386377,566,369,2891,339,73,0,149,13768,3594,0,0,50010,16628,15832,305267,26992,791,149153,1
305359,2200,118,0,125466,0,0,0,55590,779,0,0,129032,487,0,348450,456,4636,196,31
101731,11848,328,0,99086,30,0,16,50714,9016,0,0,240819,3430,60177,41976,117985,7566,226328,1750
145313,7249,0,0,23223,718,0,16293,12834,14678,0,0,190900,49583,6249,116355,34708,5593,348526,578
267344,1344,3,1732,10595,0,0,1246,38104,11710,0,0,74154,14566,6255,210652,22323,1599,310770,403
344476,4752,11688,0,42349,0,0,260,15053,3247,0,0,82243,58470,24947,230191,54816,7276,86874,6158
202040,1310,482,0,56073,88,0,571,49414,10924,0,0,76578,16223,7615,250493,46844,3893,248013,2239
159505,2708,17,0,40932,50,0,405,44730,30712,0,0,193787,121499,15927,117428,12881,4547,227446,226
118928,873,0,0,22523,6,0,642,16879,2006,0,0,483361,194,1503,90672,64798,3268,164532,2615
179080,669,3420,109,188802,5302,0,4672,43055,22036,0,0,62106,9121,1600,112173,140253,2154,198240,8
286726,1255,0,0,46614,0,0,28,116173,2392,0,0,108171,0,0,357719,44633,19,9070,0
183109,1323,73,675,200132,1,0,130,100543,18798,0,0,73177,5512,506,64528,16229,1636,305331,1097
178602,2003,54982,0,111431,2224,0,15,56403,11210,0,0,187305,5848,16407,117406,60566,5259,158642,4497
225960,4823,1462,0,557,2178,0,1207,17348,8793,0,0,189776,90780,0,73818,42076,5810,304965,3247
254261,2647,0,0,4748,0,0,104,50999,2906,0,0,123771,4495,0,441942,44831,6040,35779,277
471822,2638,9944,0,18846,13,0,173,79789,1180,0,0,113989,4535,41,107991,4526,2427,154886,0
303217,89,538,0,57775,224,0,1066,137840,3852,0,0,55782,10541,0,272821,112,431,128425,87
294376,369,405,0,38521,243,0,1204,75445,10001,0,0,53413,52217,0,318808,2953,511,124308,26
185605,1559,3909,3394,5234,525,0,658,17276,8815,0,0,74443,38264,12782,182800,52472,2488,382239,337
327045,3899,0,0,131489,0,0,0,38598,8156,0,0,59663,1,421,375697,23655,4168,8,0
384211,721,30,0,16761,68,0,292,59408,2038,0,0,3320,103863,122,54046,18104,1676,328023,117
350412,746,100,0,21899,1423,0,540,49908,2692,0,0,2803,238795,108,41069,11090,1533,249598,84
353035,531,338,3085,38270,77,0,141,32958,11450,0,0,21627,23050,4445,226634,12259,1050,242713,1137
358400,5436,5882,0,8392,509,0,2956,63982,16070,0,0,72572,219,5020,144463,18540,8738,261620,1
241682,122,24,349,158112,86,0,262,182636,1081,0,0,61172,1014,0,315411,6960,165,1122,2602
316297,158,261,0,75068,205,0,693,115021,13166,0,0,35894,27444,0,226796,3020,737,156657,1383
284281,1985,1925,0,10432,717,0,1867,13234,8277,0,0,27914,53635,23707,166521,92210,2559,283222,314
172212,1755,0,0,67845,110,0,873,53932,6714,0,0,155313,433,697,145511,51121,2693,313286,305
144845,1736,279,0,257578,142,0,637,45637,20290,0,0,60330,64433,274,218861,12637,3528,140810,783
403463,2844,1429,0,26463,595,0,633,51865,6446,0,0,4396,10578,0,292749,1548,3443,165201,1147
230044,1646,0,0,72503,0,0,132,31252,1910,0,0,160774,69446,0,74948,31608,25706,223647,49184
254490,1336,6624,2604,7549,0,0,953,26042,13045,0,0,62400,22993,2152,209449,15261,2910,343616,1376
337530,1204,0,0,56660,0,0,25,78247,2753,0,0,59053,3635,0,407263,20844,740,4846,0
425033,196,1297,0,23291,519,0,560,64583,5289,0,0,4025,2658,0,280980,22770,411,136912,4276
261318,67,807,48688,92955,85,0,174,21847,17124,0,0,68173,60944,2811,189345,61013,264,147185,0
435302,89,37,333,139559,25,0,38,143182,645,0,0,25698,398,386,214936,6061,146,694,5271
293568,70,1644,4630,76686,0,0,257,94812,7347,0,0,39245,145503,10379,60763,14032,4652,204918,14294
167503,3652,59332,0,96870,1578,0,2489,27434,11053,0,0,225388,58826,19068,57000,26214,8628,205649,2116
272826,2210,4855,4342,15497,37,0,197,17016,18201,0,0,78805,29826,36110,67044,65321,3241,357271,1
227478,2394,0,0,75971,193,0,1077,49609,7451,0,0,154296,1216,395,213677,34935,3630,199653,825
419302,6,0,0,8583,2349,0,2489,167846,10171,0,0,64144,0,0,41547,1382,0,254981,0
182003,2708,0,203,93226,494,0,1568,52148,3006,0,0,299317,27637,11582,186152,54499,3876,52081,2300
100027,1954,1201,11054,878,3,0,123,21831,18274,0,0,104294,83369,2301,115991,54386,2489,454290,335
222919,2358,63,0,109500,12,0,579,7267,19553,0,0,201107,184702,3078,39145,16209,4773,160523,1012
210898,795,0,0,159123,78,0,712,45331,15597,0,0,68758,11485,2924,361257,23046,1425,71235,136
219221,559,6,26821,28871,373,0,296,51082,3648,0,0,97259,612,431,515725,9198,1026,17672,0
250742,150,845,3161,106049,77,0,110,15034,4327,0,0,56395,29690,3478,62527,39419,344,400452,0
673856,580,704,944,0,315,0,150,22124,5386,0,0,28059,11138,2101,64249,7488,919,153839,948
407099,220,98148,0,15399,3807,0,3229,33914,9723,0,0,10085,333,0,140363,26517,421,223414,128
220454,1445,318,7379,60503,0,0,396,23649,4993,0,0,140021,55118,3701,48361,33884,6438,362020,4120
285130,144,0,16859,29268,348,0,323,17361,5708,0,0,71019,88121,34048,148010,24144,271,252046,0
98788,496,0,0,88044,44,0,494,14828,2119,0,0,435102,126074,1635,65155,31610,1005,107406,0
402563,2681,2810,0,5821,0,0,135,8715,4783,0,0,137453,76155,7405,204007,23103,3915,92631,623
639021,836,0,0,6500,0,0,26,28564,14230,0,0,0,0,0,154156,2548,1398,125385,136
191230,932,5230,3169,27470,18,0,1236,11812,14919,0,0,79143,109644,34157,120936,36879,1872,334098,55
529605,11,871,0,63104,26,0,34,16158,7622,0,0,19594,18055,1653,183203,35058,6,97239,561
316127,6229,476,0,19140,232,0,290,173766,9080,0,0,11633,814,1690,134944,912,12776,284476,215
285039,15,294,0,27980,240,0,778,132671,11063,0,0,34708,6994,0,284028,4956,53,183979,2
240535,1698,0,2390,5223,0,0,1229,33888,20041,0,0,55564,14275,513,222427,11585,2405,359914,1113
160257,3771,2397,265,62086,148,0,451,30362,22033,0,0,266423,41892,15707,69401,108765,5581,181561,1700
255160,1774,4876,3589,13415,306,0,929,24965,7273,0,0,124860,70732,15156,243545,32721,6031,163817,3651
500392,8113,130,0,108755,269,0,1021,14371,10909,0,0,39491,22748,0,213254,12558,12166,28623,0
340515,1892,394,0,160,0,0,133,15512,4212,0,0,226202,23540,12405,193353,12201,2551,138909,821
227862,647,1355,405,59813,62,0,62,39379,11255,0,0,153350,7500,929,420700,14242,617,34622,0
201979,1441,4,0,79549,0,0,497,7485,5497,0,0,266733,249194,18986,19639,7493,3344,110896,63
200007,378,1217,1484,212005,0,0,173,73891,8487,0,0,116821,36856,5353,244115,43122,1710,18525,8656
409019,28,49,185,168229,20,0,66,152405,589,0,0,20521,133,712,216283,3865,286,355,55
326817,132,497,72421,82755,146,0,1032,15715,10816,0,0,53916,18518,3485,226371,16373,501,143305,0
338418,7682,1295,0,121472,497,0,2635,18488,8841,0,0,56810,6134,2415,180542,18463,7007,200552,1549
215642,829,120,1182,57774,101,0,97,34397,3649,0,0,245777,3966,12292,358495,29868,1242,7369,0
87294,2395,6414,0,0,300,0,617,14252,12484,0,0,86076,47124,6397,209952,73167,4120,422208,0
173226,4898,8318,0,5641,0,0,368,19527,4777,0,0,226737,40025,9570,246845,45002,7942,177101,2823
84248,3807,8154,2762,0,0,0,0,36823,9119,0,0,6433,98549,0,480403,13616,8062,216217,4607
197663,3226,3,0,128139,26,0,94,41493,11875,0,0,51693,74340,0,196865,33855,4801,228223,504
316292,111,321,17803,55540,0,0,81,18364,12197,0,0,239753,34479,19588,63694,34250,310,160017,0
175852,1548,0,0,34658,0,0,154,26913,1235,0,0,282588,1601,0,69771,47792,1710,328978,0
217907,49,70,1353,225643,61,0,96,3567,9997,0,0,85022,97627,14150,68850,17091,101,231168,48
405300,5319,2548,0,32924,946,0,1248,21094,9664,0,0,5126,216,0,240900,1588,34661,211230,36
360255,64,0,0,48501,1431,0,968,13036,2125,0,0,27169,193865,0,274192,9808,269,41117,0
211537,1576,6877,10309,29616,3045,0,4703,23285,26845,0,0,83223,33707,11651,99126,89532,3325,333736,707
225856,1342,0,5757,23495,0,0,0,30362,875,0,0,168304,0,9633,333916,159547,2050,11663,0
180523,2694,2803,1197,40088,567,0,1876,57243,4529,0,0,282980,22631,5434,261361,40129,3930,61316,3499
227542,657,5,3524,68851,116,0,133,39121,4273,0,0,219030,2831,12192,359912,26479,1029,7105,0
184240,4787,8990,0,1660,667,0,468,25062,8824,0,0,204090,44578,13457,257792,46719,7902,159083,4481
225261,121,1344,2692,68895,77,0,1043,63677,9516,0,0,92305,80599,1471,145165,53439,835,226360,0
173518,1449,1031,147958,74797,181,0,350,17360,2353,0,0,42154,3945,5010,177453,26736,3101,295404,0
285275,146,2190,3127,84620,187,0,272,153325,7756,0,0,58679,26416,7862,69698,70544,3516,190736,8451
211595,2056,218,0,163880,0,0,658,14808,13908,0,0,193031,174518,1234,43013,22524,4075,126872,410
121572,9505,92,0,76971,0,0,810,36077,5097,0,0,183466,7252,161105,325509,7736,10064,26881,663
276753,494,32151,706,143474,283,0,5314,16015,11404,0,0,50838,203222,1969,53659,17680,2006,154946,1886
233549,4820,419,0,59646,5,0,1109,27685,2199,0,0,188910,6879,665,239696,37655,11645,157616,302
330027,99,404,0,54134,227,0,984,100387,4038,0,0,50782,9814,0,251888,3037,426,166495,58
329278,839,0,0,71351,0,0,1378,38047,3973,0,0,20710,711,0,193316,86622,1532,224419,624
302928,75,379,0,94282,262,0,1540,77752,9027,0,0,85892,44928,60,195406,6419,127,153701,22
168876,2059,4001,3793,35,308,0,1837,28946,8192,0,0,135274,77215,17913,283993,38720,5419,194324,1895
341133,1281,0,2844,6925,55,0,283,25198,6989,0,0,76124,36886,6853,168785,14461,2084,282335,564
455321,1889,1293,0,73378,543,0,658,50101,5791,0,0,4617,7195,0,167249,56896,6169,139679,2021
333233,265,729,0,5612,0,0,4,47234,2111,0,0,102271,2661,0,417176,42914,318,18272,0
230115,556,1978,485,131597,48,0,476,30399,16102,0,0,99411,12657,286,42634,75105,1125,329643,183
298110,3074,1694,0,13503,690,0,1759,27113,9463,0,0,40095,21386,24763,124214,116393,4417,285900,226
190642,1389,0,0,241678,0,0,255,6118,5059,0,0,111744,36784,1641,22606,61728,3583,287862,1711
230611,1239,261,50,4837,0,0,1033,33478,15578,0,0,88904,10058,4145,231423,13196,1301,336143,543
604938,881,784,0,1713,216,0,252,28270,9460,0,0,9552,1638,307,132690,897,2030,178096,1076
312882,1694,60,0,118742,60,0,80,80226,2269,0,0,58873,2200,233,371522,19863,525,3536,35
229253,4410,71,0,110711,0,0,301,22353,9209,0,0,167865,8033,9349,272616,104445,5912,25385,2887
200700,980,851,5687,4,57,0,366,25895,6179,0,0,107433,62099,24646,217527,36475,2168,280652,1081
257359,1419,49,0,115335,3,0,428,10885,20641,0,0,183530,149087,1554,44956,13034,3562,169893,1065
261415,1578,0,0,48053,0,0,1963,25255,2553,0,0,232598,222,0,293157,45293,2527,58081,105
113689,8,298,167,247690,0,0,375,16075,2102,0,0,49417,245704,2631,286119,3989,174,4334,28
235567,339,0,0,20739,0,0,1713,44613,2936,0,0,147180,125038,31546,145712,49899,7868,156989,2661
387927,66,0,0,20186,1157,0,1067,16296,3203,0,0,21573,68907,0,232957,41620,984,174977,1880
119872,3024,633,10620,822,85,0,256,15952,15485,0,0,93789,153852,4611,119470,43389,6611,382840,1489
356401,275,794,0,14686,328,0,305,97586,3249,0,0,11982,1149,263,143775,1091,1009,339431,476
204861,573,5353,632,63167,42,0,84,19058,10454,0,0,122936,32153,464,46226,68865,1312,396437,183
344937,6377,5,0,11531,8,0,85,81082,6398,0,0,11997,211,1587,236929,1590,15239,250376,4448
108886,3218,0,0,26494,0,0,1424,33251,5392,0,0,259006,9082,154449,296011,15280,9256,49488,1563
179932,7657,111,0,141941,3086,0,5918,29641,27203,0,0,142882,25745,20150,65160,48845,27555,225332,21642
201504,2607,6493,0,0,217,0,208,25630,5408,0,0,84024,25884,2855,471627,13217,3563,128008,1555
283395,7919,1996,0,10844,55,0,52,27773,3649,0,0,44706,50886,32680,434333,10501,16177,47628,206
503652,171,131,88,42290,127,0,88,36576,3901,0,0,40557,4251,3625,327246,4074,212,5733,78
195191,3839,13332,0,506,0,0,1380,10314,10625,0,0,120198,59857,0,201231,54537,6821,287980,6989
392976,1488,25,0,55575,142,0,1553,44222,26353,0,0,44073,1438,575,348269,15685,2889,33296,4241
270522,1519,804,698,5339,89,0,459,52714,8510,0,0,119162,37903,0,352200,68184,836,53094,767
248495,744,115,3311,126913,17,0,424,53967,19779,0,0,50585,104770,2052,203589,13705,1762,142551,21
182686,10037,596,3005,65940,81,0,1527,28465,7836,0,0,82212,168254,77434,115754,40437,15028,173508,0
177760,1103,3689,4280,8002,42,0,320,23355,5500,0,0,100057,66069,17525,207303,53275,2370,301653,497
236024,1100,683,3366,54533,228,0,259,22474,28782,0,0,44633,40089,4738,251089,79581,3333,197707,4181
147870,1122,1242,4321,145411,3656,0,5852,33889,15229,0,0,29438,6886,124012,114413,163155,3123,173168,13
116200,1588,1602,2015,108237,0,0,0,50582,1821,0,0,328606,2482,2662,335840,8726,1778,8486,2175
431767,1347,10617,3330,34107,0,0,211,30648,14765,0,0,24701,51991,6284,146822,18609,2491,194814,296
254660,2932,2509,0,0,0,0,329,24954,3819,0,0,109039,34537,34629,261981,46858,4079,191023,1451
336861,7864,8524,4405,143419,0,0,0,52829,25001,0,0,5458,25535,0,147948,23346,23901,164426,3283
166170,6522,594,0,61101,17,0,167,3610,3051,0,0,312752,8281,67213,23626,21884,16640,278815,2357
331980,606,453,3181,0,0,0,125,17842,3115,0,0,52006,14957,7454,328259,27923,887,184005,7
123673,2833,6133,0,0,0,0,0,30433,9035,0,0,5514,85060,13648,460735,5522,6559,219082,4573
115668,2543,1353,12590,1386,94,0,322,16549,14078,0,0,124720,106466,12616,105442,47728,7230,402189,1826
449060,1959,3080,0,40525,0,0,24,38048,373,0,0,79981,129979,4798,202595,12007,9953,418,0
340424,8967,0,0,66308,1642,0,921,94159,510,0,0,10056,4818,0,38110,31396,11421,364068,0
435652,6025,682,4201,74860,61,0,106,21996,12588,0,0,17624,24309,1317,204310,8755,7724,150871,1719
241943,690,90,0,17735,453,0,488,64983,1831,0,0,2521,443220,113,23426,10615,1515,162535,642
370274,1083,643,0,55475,304,0,392,35444,4953,0,0,72649,12150,7421,244442,18970,1626,146756,218
280686,12276,8,248,96599,0,0,85,84027,6256,0,0,28788,127345,3938,72167,2400,24007,233970,0
468204,269,0,0,38584,0,0,10,5764,1715,0,0,0,0,0,68966,31239,594,357363,92
648850,878,473,0,27480,369,0,269,55251,5541,0,0,2665,30559,0,128835,1180,3859,61176,5415
245554,87,158,861,228172,82,0,179,2990,14274,0,0,64893,109743,5937,65015,16570,292,217947,46
119735,787,499,1407,125059,0,0,23,73838,2026,0,0,288742,3966,3145,336563,6604,1766,6717,1923
295528,10701,1319,0,128707,41,0,203,126405,6701,0,0,22503,9754,6138,334971,6538,16109,6756,426
350444,96,0,0,75642,1372,0,995,10510,2155,0,0,28803,209748,0,238305,13003,465,41262,0
447446,366,76,28,109692,0,0,113,59111,610,0,0,15910,459,191,329512,4844,721,405,3316
163906,1071,2462,3547,54313,176,0,136,36029,30804,0,0,75953,54047,87,238328,57316,2471,249648,2506
135601,14373,276,0,113219,0,0,1312,17939,21472,0,0,291575,12630,12207,214469,12018,14705,109844,1160
243819,1152,636,16542,5469,105,0,181,27117,5240,0,0,61582,32311,4501,293301,39539,2144,239161,0
204184,3848,0,161,103904,0,0,1606,43858,11066,0,0,185238,9150,0,370354,27684,3343,8404,0
286771,2628,1927,0,0,1388,0,1626,105865,29712,0,0,55680,0,0,256990,4867,5373,219973,0
175006,3769,4846,0,11244,0,0,429,27398,8728,0,0,167006,32030,0,272463,40600,6290,221229,1762
193077,951,5888,3512,11532,559,0,1053,21145,14939,0,0,70343,51698,70252,36945,45161,1467,444192,86
503924,476,11,0,4475,140,0,6145,86575,8830,0,0,7610,594,135,199752,39245,1229,112453,1206
266777,5989,57,0,28640,1423,0,1454,24135,17444,0,0,78863,42678,20420,252826,60781,11204,152561,7548
621911,596,216,0,0,186,0,29,29303,3944,0,0,6082,3317,0,112268,10714,1942,180325,1967
223070,949,1018,15948,1366,118,0,270,19888,4279,0,0,58398,46109,29563,321271,34521,2038,213977,17
157618,9704,3267,0,108984,729,0,17564,13583,12768,0,0,191862,31489,2162,75620,32053,8069,307110,218
441160,340,0,0,65016,0,0,23,8401,2293,0,0,0,0,141390,50508,7434,757,255478,0
257986,2150,10,0,94477,25,0,369,68120,6065,0,0,169040,20965,6512,75623,10097,59137,182868,19356
170089,1128,0,0,13806,0,0,675,40639,1940,0,0,213648,87492,0,113002,40674,1195,286412,2100
326427,4613,589,0,4052,221,0,296,125456,8272,0,0,11929,1463,178,210224,846,9828,267768,638
156352,420,424,0,2885,0,0,1692,26410,5573,0,0,146591,54610,27010,158224,68748,380,323295,186
202898,109,573,35039,123889,113,0,114,37603,6667,0,0,130750,10517,13770,376980,16105,195,17478,0
243944,2647,632,0,22937,64,0,87,31852,7230,0,0,47619,17358,26054,482990,10460,4254,74260,412
240193,580,73,5038,145090,43,0,448,31549,19336,0,0,54511,89320,2005,233806,14753,1944,133217,894
297514,8663,0,0,186787,0,0,12,35891,7933,0,0,62090,18889,610,317517,25184,11709,1,0
528435,69,0,0,39226,1451,0,1893,36568,832,0,0,1898,8545,0,215854,2636,337,135056,0
289011,315,84,0,15717,2250,0,1501,83907,6300,0,0,14389,119,123,123398,26412,1211,407861,202
227713,686,446,0,63209,188,0,912,51785,7962,0,0,141268,21086,69,192069,35748,994,227374,1291
215711,168,0,23332,105443,1,0,0,38419,3013,0,0,34296,1241,26587,205877,28557,578,289576,1
492999,968,664,0,3133,51,0,260,9036,8151,0,0,134505,34090,7284,164643,11666,2452,101797,1101
212265,687,49,64501,9855,0,0,10,41508,1686,0,0,97633,1264,8693,509117,5029,961,19542,0
381822,6409,433,48,96873,209,0,3665,19445,11709,0,0,55286,128871,0,217273,11779,5218,26780,6980
176855,1468,6041,10935,219,2672,0,4009,20108,23762,0,0,94096,33144,26745,117462,91528,2225,361469,62
190166,1078,935,492,8523,28,0,174,21868,6199,0,0,109527,83389,16504,84200,40151,1961,407029,576
164836,322,1416,3596,44956,167,0,118,36390,30535,0,0,66821,79512,15116,228388,87047,1379,210180,2021
256390,2766,4713,4393,23108,44,0,186,21812,18754,0,0,78462,57547,33476,71273,63480,3921,332475,0
619391,40,11,0,74558,144,0,102,13626,404,0,0,3390,16,36,248981,149,118,11828,6
325416,1,95,19666,55125,0,0,0,13684,2214,0,0,288023,46722,18234,45857,18795,0,138968,0
150770,552,0,0,64627,94,0,2120,61772,8090,0,0,174452,2253,5043,157696,60202,919,284210,0
292916,62,24499,0,29397,1388,0,1592,57967,4125,0,0,125023,224,47,103264,5735,196,326158,207
357916,456,0,0,61442,0,0,24,95122,1926,0,0,55256,0,0,265350,128291,552,6465,0
134722,2609,0,0,178729,0,0,544,29980,4318,0,0,191305,46305,3559,106538,61481,2568,209472,670
199288,821,386,0,210583,0,0,26,27774,8803,0,0,29475,79981,7915,344772,3211,1714,58051,0
172083,2776,623,0,105919,175,0,535,3828,2730,0,0,270866,81171,95291,14800,17931,5090,197519,1463
215674,3175,252,0,189915,0,0,351,40888,9785,0,0,144911,132026,3698,127507,78194,8864,15843,1717
536648,552,0,0,15444,1299,0,765,34461,2481,0,0,3201,89666,166,98296,9081,978,179617,145
148653,2547,97,4580,2386,30,0,333,35603,24014,0,0,76738,34289,0,254695,20505,4961,363352,17
343016,150,419,0,74907,142,0,705,116021,13777,0,0,41081,13,17,225043,4748,304,152441,16
132217,1710,0,0,55168,387,0,57,36466,6281,0,0,268592,12621,197696,184828,21940,2635,51423,779
229634,90,622,694,165925,7,0,138,1734,4700,0,0,112200,28012,833,35561,31066,315,361163,106
109245,6747,23,372,103735,0,0,24,27080,2301,0,0,129078,39052,293000,6151,53076,16269,178338,8309
243896,32,662,41525,66251,67,0,578,22215,11776,0,0,83679,7205,5507,178581,17958,167,292701,0
290729,1889,258,1914,9835,0,0,206,29848,7383,0,0,62811,11809,6613,179598,22630,2095,345182,0
140642,1716,108,123,146209,0,0,3427,9630,79833,0,0,164439,2226,77542,17706,77345,3887,240194,7773
460601,1238,0,0,30715,0,0,772,27571,4753,0,0,58010,275,1040,382200,2284,1620,1546,175
304078,1348,1338,1002,37092,311,0,540,34462,6369,0,0,65035,30752,4279,231380,21027,2426,230534,827
233541,1172,3548,76,36674,3230,0,2516,19161,32662,0,0,62977,37008,21231,117418,109314,2528,289463,281
250932,2550,762,4019,44329,46,0,463,14107,20620,0,0,80181,83633,38871,68997,60732,2794,299641,123
648758,805,0,0,622,0,0,38,43679,3289,0,0,0,0,0,145936,2739,1591,124845,498
364870,24663,0,0,33196,38,0,924,132178,8153,0,0,4356,23,159,27817,3350,31859,337867,3347
