building,bicycle,fence,wall,sky,traffic light,terrain,traffic sign,person,pole,train,truck,vegetation,car,bus,sidewalk,void,rider,road,motorcycle
284558,20101,0,0,191877,16057,0,16686,39639,64907,23964,0,159131,67476,0,263698,0,46351,357055,10605
599772,741,17915,46675,166696,67,11770,539,0,5480,0,0,81053,29241,0,141283,0,3146,750257,0
393903,2906,0,0,29350,428,4478,8554,0,4277,0,0,353795,242545,0,4956,0,2304,801935,0
955517,0,0,0,0,0,0,21830,20364,10297,0,0,0,128379,0,3932,0,0,0,0
518482,0,0,0,155164,981,19144,11605,1315,31958,219,0,183570,111767,0,68609,0,0,860846,679
267876,0,47604,4809,139904,1446,114535,29913,6056,17686,0,0,422721,18386,0,106484,0,0,640037,0
458933,0,0,0,23278,0,10197,11369,11152,9458,0,0,328912,212010,0,66776,0,0,594565,0
448201,0,25651,0,2055,0,59480,8249,96,34881,0,0,467453,74500,0,123157,0,0,730760,0
485616,0,79506,0,50143,0,565,10271,0,1337,0,0,211899,155561,0,45845,0,0,743430,0
47898,0,0,0,106428,8367,33647,11236,14864,53062,0,0,666505,7978,0,47124,0,0,821487,0
149123,9456,0,0,28917,0,0,4268,0,2185,0,0,789852,169993,0,218,0,0,723152,0
706057,1144,0,0,101676,3547,0,7331,3972,13389,0,0,20471,149080,0,31371,0,0,871414,0
378404,992,8969,29342,157406,637,0,56299,3969,35568,215385,0,137532,9775,0,259378,0,0,637053,0
291147,0,82167,0,49945,9178,64988,0,27648,15464,0,0,441342,30436,0,110441,0,0,744947,0
88448,0,34064,52830,107975,0,832,29036,144368,34887,0,0,436590,21551,0,229387,0,0,587380,0
800608,14128,0,0,65066,0,0,8794,2925,2713,0,0,13795,72695,0,68407,0,1279,808428,0
79348,16439,0,14148,179721,27051,3743,10914,154849,84642,0,0,354347,2302,0,281440,0,2269,589156,0
312643,0,3308,39880,30380,190,0,797,96525,52881,0,29859,337980,88404,0,299896,0,0,485772,0
761657,1467,0,22749,143265,1194,0,1475,0,17907,25578,0,35771,19720,0,239707,0,3456,705477,0
13534,1484,12394,25995,10879,0,44341,9493,162,12687,0,0,765514,284355,0,21490,0,1885,705271,0
548133,0,127607,6741,85616,7179,0,8678,6866,10189,0,0,158307,124089,0,7394,0,8884,822808,8490
740196,229,0,0,23910,0,0,9744,53226,17630,0,0,34187,66107,0,319522,0,1542,556128,0
763950,4005,0,0,18183,311,0,13094,4867,11210,0,0,13257,153355,9428,34307,0,0,884873,0
430418,39599,8463,2995,6523,0,1682,1859,65730,7172,0,0,353067,130564,0,8181,0,0,887039,2614
527190,9128,0,0,91391,838,0,1034,77508,50495,0,34960,37429,67876,0,181133,0,5977,385348,0
360553,6818,43168,18909,19551,0,85520,4382,14357,33615,0,0,395679,0,0,164101,0,0,717550,843
361289,16647,0,0,37644,0,33719,16852,84660,11999,0,0,301008,19587,0,349419,0,6948,513923,0
523120,0,0,0,92947,0,67911,1324,14315,18140,0,0,199481,227362,0,40814,0,0,658789,0
676483,12377,3079,0,89927,967,0,18755,32275,5669,0,1480,52255,130455,0,88377,0,0,827049,3543
239571,16328,0,0,4994,0,0,5168,71751,45245,0,0,316448,261130,0,244710,0,0,364712,0
959788,0,0,0,0,10310,0,652,0,63250,0,0,0,0,0,169024,0,0,735186,0
43994,2301,8286,0,221871,5869,31310,12677,3706,31676,0,0,329135,142638,0,84926,0,2478,839069,0
712117,0,3010,29488,62128,14012,854,7709,3157,14733,0,415,13275,91300,0,202094,0,0,811042,0
480402,0,0,0,137619,2549,0,17848,5427,20519,0,0,174763,103863,58178,10536,0,0,835510,10613
557374,118,0,0,122498,0,0,261,7663,26446,0,0,128074,350674,0,28206,0,276,664320,39471
426049,0,0,0,57016,2737,1592,7307,22366,27858,0,0,365688,169325,0,219486,0,0,636101,0
171823,0,36423,0,292646,18119,6599,19083,133824,51255,0,0,100639,9682,0,185437,0,0,759861,0
231923,0,926,0,33168,178,1869,1651,6045,4158,0,0,686004,2354,0,42037,0,0,912839,0
7085,0,119543,218925,49170,0,489,6147,0,10443,0,0,472812,62387,0,107237,0,0,793375,0
385418,36367,0,3220,20871,11963,0,5069,239196,34903,0,0,339037,38629,0,0,0,19918,663347,0
494019,12899,0,0,7088,0,45512,99,0,8571,0,0,267185,160854,0,142295,0,171,688165,0
623982,0,0,0,62451,188,0,6405,134235,7403,0,0,0,248562,0,24450,0,0,837980,0
673197,48379,56796,4286,23599,0,0,0,0,5550,0,0,28733,203863,0,74262,0,0,656163,0
464744,5730,83277,323256,99751,934,0,0,17860,14596,0,352,88949,14538,0,133534,0,0,716774,0
45814,0,0,0,286063,2568,141330,9772,0,63574,0,0,727055,34121,0,41751,0,0,605913,0
321485,0,0,0,0,16959,0,9509,5222,24311,0,0,585470,512202,0,3045,0,0,379459,0
36740,3728,0,12607,61825,1269,79158,64,9592,16981,0,0,880127,6928,0,231780,0,4212,626263,0
366127,0,0,0,218647,6854,60993,4202,408431,43989,0,0,110300,34518,0,74199,0,0,601775,0
397988,6783,0,0,0,9209,0,9804,9892,16821,229606,0,207901,0,0,351967,0,1346,561987,1871
851916,7159,0,0,23783,0,5726,1443,6712,28970,0,0,130946,11324,0,127500,0,0,780854,0
539836,0,0,0,51080,0,10408,12206,628,29940,0,7154,207566,265372,0,46738,0,0,785163,4786
709631,864,0,0,24615,0,0,3211,1713,5882,0,0,133229,52901,0,196379,0,755,716325,0
440811,12107,0,2235,61469,0,191,82065,60356,64918,0,0,159312,112496,0,143023,0,664,596889,6149
611114,2295,0,0,38459,0,130331,34908,1577,22779,0,0,221487,42843,0,29498,0,2264,830558,0
617684,3267,0,0,50279,1535,0,68,3963,8497,1591,0,101363,203880,0,32303,0,0,523599,0
429450,0,0,0,0,24123,0,21781,7842,35791,0,0,466261,24870,0,68420,0,0,801947,0
265771,0,37208,1829,11193,558,73033,644,16225,37833,0,0,426453,345742,0,8884,0,0,515091,0
360958,851,17561,20783,19086,11057,0,12318,10090,56447,0,0,228075,4666,0,154042,0,1824,750577,0
751951,11831,0,32662,2727,0,0,14253,16352,7625,0,0,185301,6166,0,179134,0,0,730834,0
407792,0,9979,4232,61190,14812,3516,22633,29107,19781,0,0,155451,360211,0,8823,0,0,829386,0
867769,1067,0,17011,75554,1783,0,3612,13810,5007,0,0,28498,14591,0,101910,0,0,843069,299
497392,0,0,0,32331,414,10725,10626,988,11108,0,0,207696,339368,0,1390,0,0,792220,0
608806,19847,0,0,66234,7490,0,6196,28166,26399,0,0,36427,66864,0,152578,0,26599,757038,4241
845523,0,0,0,45227,0,0,17283,20747,6311,0,0,58234,30227,0,241098,0,0,580130,9393
684558,80,0,0,41431,0,333,3929,682,1370,0,786,169002,178183,0,86361,0,0,659265,0
529837,11728,0,0,85519,391,0,2562,94,25110,0,0,210310,47799,0,128597,0,701,809607,1725
414994,0,0,1127,22111,0,895,1963,1394,6161,0,0,331418,491047,0,8961,0,428,676841,0
668302,0,0,0,0,0,0,0,0,49740,0,0,120135,349057,0,74353,0,0,714016,0
875044,0,59024,0,4061,0,4683,13194,0,5492,0,0,80964,53313,0,197066,0,0,574798,0
385795,0,2698,0,219369,8632,104561,5380,147242,44186,0,8863,148423,14033,0,82150,0,0,730997,0
239933,0,18539,0,156736,493,305829,2597,240,29257,0,0,523762,3344,0,34952,0,0,645907,0
675490,0,40506,5897,22296,8558,0,6223,62,12748,0,0,78473,46157,0,92007,0,0,980428,0
513103,1112,72615,0,9907,0,0,2454,14975,6511,0,0,433091,32558,0,170443,0,2586,609666,0
805026,0,0,0,0,13401,0,15290,69436,44943,0,0,74731,24030,0,176848,0,0,728004,0
648199,16690,0,0,159429,0,0,16842,0,11737,0,0,125554,32263,0,160630,0,17487,770392,0
131515,0,0,0,0,1604,23001,835,1662,3364,0,0,363638,7135,492662,34380,0,0,716702,0
529649,0,0,0,10171,4505,1726,38405,57612,54443,13299,0,100474,333110,0,96726,0,0,661495,0
431892,9215,14323,0,321,0,1770,10702,288,5472,0,0,301321,438310,0,70028,0,18146,541909,0
390712,1268,0,0,38106,18905,0,7659,0,20073,0,0,383841,135632,0,49070,0,0,852430,0
565131,4294,0,0,86806,12505,35381,1812,12607,12376,0,0,325889,47318,0,76837,0,3388,757587,0
260882,2616,0,0,95894,4891,27413,5535,7955,35256,0,0,520597,40302,0,208708,0,3703,683512,0
165885,0,75644,158657,244581,435,27045,4065,2679,13973,0,0,218714,31249,0,202837,0,0,700528,0
723131,5124,18454,1954,0,0,3798,7177,0,35348,0,0,126686,101360,0,331757,0,0,491396,0
557868,2665,0,0,49389,13305,0,6243,81576,11528,0,412,68824,94737,0,35017,0,665,1040259,0
551270,791,0,2650,48682,0,6731,7027,1124,55588,0,0,195026,223670,0,193785,0,4452,608472,0
839294,0,9063,0,12985,0,0,3763,57028,18274,0,0,1478,5092,0,138194,0,0,723801,0
183039,21877,0,36002,26349,11076,48147,5110,0,20453,0,0,635095,16543,0,164043,0,8745,707948,0
407791,4792,0,0,149436,3963,352,14143,9616,35574,0,57775,102804,286933,0,278197,0,0,495024,0
501427,0,0,0,11571,0,1020,4783,0,5052,0,0,217508,450279,0,8425,0,0,710273,0
11810,2072,17091,1737,191349,0,133302,1279,0,8308,0,0,739011,7658,0,90532,0,4631,752728,0
142901,0,67035,0,30502,12661,28673,3918,0,28685,0,0,470895,145355,0,75096,0,0,939324,0
334760,624,0,0,46030,0,1107,980,2296,6395,0,0,298023,315416,0,213509,0,0,646408,0
301903,0,0,843,60631,0,0,1485,0,9526,0,0,448881,473051,0,64746,0,0,594307,0
605585,0,0,14611,50605,0,0,9051,6613,11647,0,0,247283,231316,0,74422,0,0,719513,0
340771,267,0,7922,179541,13437,20495,5755,8393,33460,17955,0,206586,33480,0,78689,0,0,806567,0
311221,9053,0,0,0,0,9532,1079,0,26628,0,0,583924,36477,0,106450,0,0,809974,22129
410537,79170,0,1783,0,726,9881,15674,0,24284,0,0,384273,38577,0,233429,0,9882,720286,0
556049,6166,0,3543,96259,13163,0,18971,1545,51534,0,0,225126,144717,0,66261,0,0,767030,0
555916,13123,0,0,8418,671,15145,23414,0,22470,0,0,85741,361398,0,211706,0,0,509495,0
331934,2135,14833,3171,111797,29422,0,15497,4976,32450,0,0,314793,192533,0,26387,0,1190,871817,0
621903,0,447,0,46102,0,87,8217,46442,9855,0,1809,66436,282342,0,38641,0,0,804902,0
486793,82111,0,0,37120,2487,0,28967,3373,19668,0,0,176282,206212,0,28526,0,369,300219,0
728636,31001,0,29485,0,0,367,0,44572,6115,92008,0,85137,0,0,138292,0,0,185058,0
279087,0,19283,0,83268,0,14969,14844,0,7605,0,0,494719,450107,0,47827,0,0,560054,0
753712,55292,0,0,111292,0,0,10343,16955,18012,0,0,49469,9178,0,136436,0,70558,729598,0
469464,900,0,0,99701,0,2330,7785,12039,14840,2234,0,166317,65849,0,219868,0,0,741499,0
774181,5266,509,0,80355,795,2828,6380,5181,9255,0,0,4110,21469,0,197292,0,0,742347,0
755421,167,0,0,71849,233,0,2624,1199,687,0,0,2663,305430,0,30465,0,88,791414,0
584929,0,14416,0,85233,1206,0,1779,2105,2797,0,0,17712,429079,0,36569,0,0,793566,0
720258,0,0,0,23327,0,0,8475,1454,1883,0,0,133883,60906,0,48938,0,0,920078,41876
604077,4807,0,0,0,2871,253664,12992,0,11104,0,0,242003,203000,0,8017,0,0,602659,0
306511,34317,0,0,61779,21800,0,8048,18369,40523,0,1429,432402,165567,0,104052,0,0,718429,0
563871,0,0,339798,82991,11887,0,21855,34307,33060,0,0,38136,183291,0,94672,0,0,559846,0
38483,0,0,329,0,0,58929,30732,0,27301,0,0,718616,68661,0,130913,0,0,705800,751
719802,0,0,0,81859,0,0,78,0,0,0,0,4905,484302,0,0,0,0,690367,0
205081,0,0,5587,41955,0,22171,16707,109073,13526,0,0,673948,19942,0,308562,0,0,484590,0
343428,6555,86499,0,13878,0,0,2397,37480,26726,0,0,492565,59320,0,91813,0,11375,694799,479
182323,1055,7216,39534,15354,0,16534,6457,43591,13650,0,0,653667,145301,0,5677,0,3302,735230,0
1017271,4898,0,0,23044,0,0,4549,47383,2017,0,0,30934,1163,0,188289,0,14162,0,0
222969,170901,0,0,55189,0,19056,8974,2096,17198,0,0,578613,188629,0,126896,0,0,565496,0
204176,1154,0,1173,203436,0,49824,1153,11900,12084,0,0,516459,77113,0,178150,0,0,674267,0
20867,20004,0,0,246651,2858,3391,27554,5248,15498,0,0,553373,113759,0,76011,0,12614,844718,0
261920,0,2113,45989,58186,17125,33296,22617,0,17580,0,0,427934,37938,0,41107,0,0,873981,0
226054,717,0,0,192326,17913,38869,5257,5359,44803,0,0,337692,176485,0,77847,0,300,824593,0
480124,37403,16521,0,117386,0,0,16855,22804,11414,0,0,402486,15711,0,189202,0,33808,596413,3791
462231,6600,0,0,33835,0,52179,1773,12584,15821,0,0,286171,130505,0,31925,0,0,799761,0
516864,5815,0,319,0,0,7233,16085,51985,38893,0,0,100620,18282,0,229322,0,0,806519,10988
104495,5396,0,0,309172,11770,9586,12937,8505,45087,0,0,217206,36697,0,200821,0,3153,710074,1214
474628,14232,0,0,21267,595,419,14389,4527,34303,0,0,354357,140736,0,92940,0,0,804356,1356
448362,0,0,0,90933,5560,13596,3452,963,50232,281931,0,0,0,0,1419,0,0,934311,0
463802,9017,0,0,107029,0,0,5273,0,8736,0,0,243611,373209,0,12122,0,0,724673,10887
703820,59997,0,0,8447,0,0,2586,6125,31517,0,0,201995,26223,0,351249,0,15378,441253,14042
347322,16737,0,0,25919,813,21712,3981,6199,11026,0,0,379745,118344,149547,3686,0,0,835634,0
681737,3174,0,0,17278,0,0,7170,25603,21686,0,0,198184,0,0,165729,0,0,668875,632
593770,0,7186,7940,53264,0,108940,11675,13297,27541,0,0,191905,542,0,230020,0,0,602103,0
558033,1662,0,0,118365,0,787,17444,6377,11748,2949,520,110167,34358,0,259772,0,0,709421,0
626138,4211,26096,0,0,0,0,22703,28602,16277,0,23094,130845,204139,0,60570,0,10209,647459,0
258765,0,14455,2576,59121,0,82353,2339,1027,20647,0,0,554445,125725,0,79201,0,1305,723272,18982
460761,1730,0,1551,0,18558,0,19599,14358,47879,0,0,251467,187291,1029,157627,0,0,657662,1117
564433,3159,0,0,83165,0,5593,15092,35862,22688,0,0,143415,14449,0,271032,0,6039,701721,2333
752165,0,0,0,102583,0,1039,4446,2414,3463,0,0,123211,197816,0,147061,0,896,637807,257
389425,3866,0,0,149489,633,1400,4379,10737,11722,0,0,370073,5514,0,115356,0,843,888563,0
157798,0,11767,110762,58603,0,0,266,0,14085,0,0,625165,126773,0,153271,0,0,697936,0
141867,0,39489,6525,63104,0,0,1559,7319,19540,0,0,314024,226278,0,29294,0,0,711008,0
94632,0,88530,85228,208147,21021,19264,16580,8592,38921,0,0,257911,207023,0,246175,0,0,566459,0
590335,0,3879,2580,90394,8952,0,4334,346678,22980,0,0,28384,19596,3050,22451,0,1753,654060,1980
172677,17344,0,23575,67873,6684,4583,6889,422,19464,0,2396,650636,31601,0,69574,0,8888,883290,1278
279221,1799,16155,15891,46670,0,26063,1277,9342,46956,0,0,384191,115956,0,234696,0,0,661335,0
227677,9816,0,0,128716,6768,30602,14470,0,32489,0,0,585562,167707,0,159381,0,503,573762,0
328765,0,45301,0,16461,0,0,0,0,0,0,0,636336,254797,0,0,0,0,655707,0
628724,0,0,0,77455,0,0,3428,25845,26253,0,0,17556,299433,0,40154,0,0,711410,0
300061,0,0,0,98007,4319,34128,4306,983,10631,0,0,504500,99998,425,170070,0,0,741561,0
718693,0,0,0,40390,12145,37141,15001,9040,37199,0,0,136671,33798,0,353879,0,0,577904,0
945301,0,0,0,0,0,0,17157,14138,37798,0,0,54243,21801,0,233340,0,0,650400,0
742534,2642,0,0,34389,0,14305,5343,2912,13662,0,0,34283,177466,0,8958,0,0,888570,0
522164,3681,0,0,19682,0,0,4482,3418,6219,0,0,24477,255039,0,4315,0,590,675809,0
542959,0,0,1036,102337,1219,47165,1224,33670,3091,0,654,165820,100799,0,205005,0,0,669804,2047
922117,0,0,0,25370,0,24143,14138,0,29237,0,0,7031,85369,0,242363,0,0,569616,0
671434,3495,640,0,2457,0,0,13488,28228,25856,0,0,52502,71498,0,314903,0,13909,688440,0
327031,2340,34167,61799,291953,0,0,14761,1943,12471,0,0,107190,35172,0,101377,0,0,827192,1322
624298,0,0,0,134020,0,0,305,0,22542,0,0,72747,257773,0,21574,0,0,840869,0
21273,0,0,3559,151681,2982,4178,2160,0,21407,0,0,417182,446495,0,42955,0,0,649374,0
463735,0,4041,9731,49591,9575,0,24366,6587,42422,0,0,290272,92134,0,187923,0,0,784369,0
150538,33060,0,0,16967,0,16381,4679,6599,12577,0,0,625243,43124,0,103809,0,0,728037,0
106068,16781,0,1368,33813,0,18954,7569,4460,4187,0,0,691185,169498,0,25475,0,10962,812128,0
566887,1970,0,0,51147,4675,0,13135,19420,25834,0,0,245923,42003,0,101929,0,0,843403,0
150643,1552,12857,8026,35823,0,33354,15124,17723,12214,0,0,922465,9438,0,77571,0,0,679672,0
52880,1695,1656,0,94183,956,24341,1542,0,22704,0,0,730725,90053,0,297730,0,2593,644188,0
737430,2104,0,0,0,0,0,20782,50803,15688,0,0,842,240536,0,20506,0,0,841955,37985
633785,1567,22762,0,34676,0,0,30969,2269,5102,0,0,27465,346221,0,134439,0,0,572457,0
472321,4609,25891,12905,205119,11857,1465,18847,19138,23474,0,0,165773,28259,0,162236,0,11196,794598,4998
484508,0,9250,10809,140691,7833,3038,18570,12794,37031,0,0,103181,93025,0,136312,0,1815,484983,0
646848,5718,2682,79158,40222,0,1744,12156,507,10554,0,0,154036,48799,0,246455,0,4598,552205,0
237908,1591,19771,0,309812,12001,1952,6672,51949,16928,0,0,314784,89457,0,145119,0,0,642232,977
759080,5602,0,0,117794,0,0,1411,74578,26564,0,0,0,28096,0,166885,0,2991,723868,0
376712,0,0,0,57842,0,0,4896,419126,25290,0,0,136561,6516,0,0,0,0,597777,6113
61679,199,0,0,0,17471,184869,0,107742,30793,0,0,757599,28025,0,4674,0,8294,757468,0
30045,0,98291,70223,23106,270,0,0,1403,4959,0,0,704775,51378,0,295981,0,0,570107,0
560969,15300,14713,3915,3190,1281,1319,10497,142802,7846,0,0,159948,26574,0,139879,0,2315,758902,1005
462925,1601,0,0,1850,173,51264,17052,0,5292,0,0,385019,39136,0,44272,0,0,818318,0
467255,0,0,0,79451,3361,0,9554,2483,49460,17675,0,164903,264294,0,979,0,0,855619,0
183815,0,102998,32099,194998,7965,56607,2880,1976,25767,0,0,443346,3463,0,234077,0,0,557206,0
744845,0,0,0,115055,0,0,4547,1817,5846,0,0,51243,243704,0,21208,0,0,780968,0
816674,8427,0,0,1344,0,0,19368,97324,10596,0,0,39815,30548,0,341692,0,2488,553449,0
417013,306,59728,0,115600,3150,21356,21357,3425,45738,0,0,351329,38136,0,102550,0,1569,743778,0
601481,3221,12922,0,34363,0,0,9073,0,55191,0,932,257033,88566,0,222601,0,0,676016,0
406761,0,12124,357,183199,711,0,596,0,11822,0,1502,255442,226112,0,14091,0,0,719624,0
431601,4078,24948,0,106456,8482,3111,17529,50705,42929,0,0,308913,0,0,177259,0,2840,587615,0
402577,2518,0,0,9405,0,510,7594,4566,14489,0,0,130797,317592,0,83046,0,0,684274,0
1160117,0,15552,0,0,0,0,9269,29716,5654,0,0,1635,93352,0,169930,0,0,325335,0
760032,6229,2699,2888,72838,3751,0,10261,4222,13308,0,0,17694,84434,757,258265,0,11832,704184,797
1089895,0,0,0,28478,0,0,0,10160,936,0,0,0,45683,0,0,0,248,0,0
353102,0,0,40103,205735,445,0,11276,0,10465,0,352231,58589,15777,3529,36246,0,0,850132,21
420713,33,3408,0,53672,2786,0,10859,15211,25813,0,0,270805,271887,0,61663,0,835,681435,0
372638,0,0,0,4273,4955,489,4526,16713,14030,0,0,364966,12909,0,202565,0,0,819206,0
85162,0,39980,6797,3299,0,27123,1172,42784,15548,0,0,548295,135277,0,157421,0,0,690937,0
494490,0,0,5798,62562,0,50681,14070,1404,17884,0,0,299308,61576,0,292324,0,0,560653,0
108832,0,20107,21327,175815,10619,5807,5457,3181,37299,91627,0,434914,53951,0,209420,0,0,454652,0
200465,43028,4303,0,143195,1072,51895,3341,13896,10916,0,0,512697,42603,0,259342,0,5851,663977,0
425881,7078,0,44825,43875,350,3333,34260,5031,11098,0,0,363711,32151,0,35000,0,1444,733823,0
486475,1789,0,0,89319,0,0,9273,27916,2950,0,0,276737,231841,0,0,0,3116,0,0
602016,0,636,349,91938,470,960,16885,100,15730,0,0,26597,175522,0,10294,0,2489,833564,1679
444079,13047,0,13548,110179,9769,1989,6473,12647,8243,0,530,224648,216752,0,6485,0,38530,829679,0
581682,14185,0,0,63310,10264,94788,5729,4332,58223,0,0,207383,64702,0,6384,0,0,727098,2452
183387,0,6855,0,20312,5704,6890,10102,1900,23337,0,0,566710,332258,0,58194,0,0,618918,0
387315,25928,0,0,265592,26569,0,48873,40830,49745,0,0,203058,64602,0,113433,0,23504,673381,0
113114,10781,0,0,30334,0,19758,13443,33428,15609,0,0,805174,40041,0,224313,0,11200,634597,0
661412,0,0,169556,11489,0,0,31112,37120,37072,0,0,223008,4113,0,191368,0,0,595852,0
579392,985,0,5083,150261,0,25363,9239,576,19066,0,0,86879,80648,0,345824,0,0,614075,1144
621737,20586,0,0,75173,27372,8572,18396,24697,70754,0,0,77183,44617,0,183805,0,0,652946,0
685140,0,0,0,0,0,9245,4225,3623,4818,0,45268,42913,293405,0,59053,0,0,660926,0
95224,4322,11141,1888,212774,2830,51833,3560,204,30180,7069,0,414476,23503,0,42283,0,0,937955,0
3225,0,85349,243074,0,0,0,1108,0,8254,0,0,664509,365719,0,185033,0,0,422614,0
934439,0,0,0,0,0,0,2807,46414,6289,0,0,38586,0,0,371977,0,0,409421,0
329176,0,0,71302,43325,0,9008,297,0,4525,0,0,340712,433008,0,1600,0,0,548675,0
360856,0,0,136054,194171,0,1571,0,0,4082,44981,27529,339473,103157,0,271507,0,0,453955,0
478411,0,0,0,10179,5242,227000,54427,5582,16779,0,0,306650,90867,0,20577,0,0,587403,0
113504,8907,0,0,232836,14219,0,29338,66935,45934,0,0,323702,36375,0,63769,0,0,663744,0
761509,27118,0,0,0,0,0,16515,0,40859,0,0,215792,141731,0,147963,0,0,585576,0
448600,40388,0,0,18632,2816,2291,6276,25073,7495,0,0,207393,273305,0,24337,0,13977,665804,882
539850,932,0,531,59299,0,0,6164,20698,15918,0,0,33529,74136,0,173452,0,0,621024,16802
34489,1458,0,24556,49536,0,0,1569,0,2421,0,0,623169,415861,0,0,0,3174,598035,0
172225,0,0,21523,21310,0,266721,2860,2174,28561,0,0,719163,81701,0,68051,0,0,593180,0
67313,0,89135,54998,32851,0,0,1503,0,0,0,0,781845,53230,0,241765,0,0,649515,0
736640,6940,23575,0,0,16658,0,5173,669,52063,0,0,0,112061,0,109567,0,0,851436,3669
80392,0,117757,0,0,0,37047,5677,7802,16316,0,0,750044,2589,0,308485,0,0,625606,0
724461,35054,0,0,31862,0,0,2839,196,29818,0,0,11583,149221,0,174405,0,0,643407,0
139425,0,0,3501,163030,119,24560,14626,281,18841,0,653,458125,46170,0,69014,0,1418,870583,1680
8677,0,45231,0,270845,0,235816,0,5324,17609,0,0,587434,5749,0,49202,0,0,727781,0
0,0,0,192352,9815,0,117046,0,755,2829,0,0,757792,906,0,230141,0,0,668898,0
414170,988,29168,14391,197123,0,0,17029,0,11464,0,0,155011,133979,0,51867,0,844,771160,0
397237,0,0,0,121979,3969,6278,1635,6530,20577,0,1394,212292,280323,0,26144,0,0,791284,0
909269,18502,0,0,42146,0,0,8319,0,2827,0,0,5042,234410,0,247490,0,5411,408204,0
494193,8304,11973,0,180873,1220,9455,601,12824,14482,0,603,191211,106297,0,144671,0,795,772287,0
520429,30071,0,0,248128,14448,0,3746,8593,51318,0,0,46559,56659,0,265859,0,0,692174,0
159658,96385,5413,3107,5818,2143,0,3818,41232,10432,0,0,584475,9790,0,142927,0,4132,777300,10371
887053,18858,0,0,37627,228,28129,14986,435,4369,0,0,37026,34053,0,221880,0,0,672475,0
667716,4990,0,0,126264,4458,6957,10901,2735,25566,0,3845,47923,25953,0,106930,0,2543,923674,0
252054,285,0,0,171170,964,0,5496,386,60041,0,48612,125462,206766,0,0,0,450,739556,0
369699,19235,0,0,0,7281,217,6446,16672,13474,0,0,440685,26529,10412,55706,0,1717,818379,0
74325,0,11270,60347,124898,366,21553,4909,4458,10802,0,0,664423,200814,0,202267,0,0,495246,0
192694,0,52479,19881,93761,0,13282,15531,1440,20934,0,0,571992,128038,18522,30077,0,0,731429,0
105205,0,13486,0,23601,0,0,869,1015,2474,0,26054,687929,365180,0,41028,0,0,691830,0
575746,0,81320,0,38449,0,0,35088,12558,4012,0,0,155085,103860,0,228663,0,0,554048,0
47737,0,0,0,173477,841,5235,3169,338,7692,0,2210,556252,168089,0,4240,0,454,881617,0
106179,10733,14261,0,110171,0,0,16211,0,5362,19102,0,557792,293254,0,7120,0,0,542873,0
421691,0,0,0,34235,0,0,8274,40729,59354,0,0,327343,133550,0,184339,0,0,714271,0
242928,2448,0,0,81588,2611,84564,8233,7992,43020,0,0,528283,12543,0,58488,0,0,734913,0
516442,5597,0,0,26016,988,19008,9869,136,16019,0,0,245816,130963,0,20557,0,0,831560,0
966217,5167,0,0,59073,0,0,818,36898,1658,0,0,31401,0,0,161512,0,4774,646793,0
166629,5672,0,1771,281597,6251,46843,1578,2211,32858,0,0,334655,41477,0,71640,0,6397,824827,0
485269,9867,8163,13332,105810,7078,5407,40996,0,33994,0,0,219491,6116,0,324978,0,22954,616450,0
347347,3847,0,215,93932,2160,970,3965,4771,21310,0,0,276733,112894,2685,85529,0,2398,706399,0
728883,8982,0,0,25783,33544,0,13985,17003,35280,0,0,1005,20934,0,320377,0,2447,752833,0
111146,0,121381,0,14846,231,317049,0,0,3077,0,0,667171,19085,0,45000,0,140,650459,622
512414,73021,14083,0,90328,57,0,4082,21782,34139,0,0,130742,158384,0,105151,0,0,759402,30406
498367,2064,9398,20801,0,0,5201,34007,16906,72743,0,0,305301,0,0,363358,0,0,591841,0
323895,2712,0,7636,81549,19003,626,12354,58654,42771,575,0,276205,31294,0,55115,0,732,720718,0
644988,1948,1235,0,161003,11393,828,470,9491,58990,0,0,24216,63123,0,39970,0,3486,948485,0
611262,0,0,0,0,0,25947,723,1637,13208,0,0,286890,143966,0,156629,0,0,696580,0
196032,3500,58608,0,49038,0,18,5805,0,7869,0,0,713600,39246,0,82706,0,8145,694347,1506
388014,23393,0,229,9462,78,0,20005,48015,10517,0,3349,259739,213606,0,45955,0,2672,717786,0
48994,0,96601,59662,0,19231,0,0,161334,27256,0,0,722205,29242,0,285022,0,0,493971,20439
653625,0,0,0,55943,1345,0,5748,11850,19126,89014,0,146578,26500,0,116955,0,0,778477,0
172402,0,0,0,288701,0,62788,26335,0,14498,0,0,599298,10772,0,229788,0,0,570332,0
325948,9272,0,0,8266,0,26992,4184,0,5722,0,0,501653,263783,0,616,0,0,664450,9066
774597,6784,809,0,92462,748,0,3904,37915,21872,0,9247,32994,33170,0,121629,0,17052,803540,0
403943,0,80910,691,99533,0,164947,41859,0,23570,0,0,520234,6612,0,34672,0,0,585260,0
652258,0,0,0,77324,339,0,774,4436,665,0,109281,36322,395806,0,8149,0,0,693505,0
17810,23048,1977,0,251347,9461,26046,27919,12143,51126,0,0,343954,356343,0,293217,0,0,407800,0
707542,4284,0,0,61427,279,0,6257,17816,9244,0,31726,45925,16780,0,112192,0,3234,884937,19745
249661,0,16145,10785,53296,0,16635,4429,362,13018,0,0,493976,170942,0,66158,0,0,699468,0
618722,2930,94947,0,121214,0,0,19407,20154,19943,0,0,144581,19595,0,245373,0,0,663967,0
